"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2012","Euro area (16 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (16 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.1","p"
"2012","Euro area (16 countries)","Social protection benefits","Percentage of total expenditure","95.41","p"
"2012","Euro area (16 countries)","Administration costs","Million euro","99,325.27","p"
"2012","Euro area (16 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Administration costs","Euro per inhabitant","301.60","p"
"2012","Euro area (16 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (16 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (16 countries)","Administration costs","Percentage of total expenditure","3.46","p"
"2012","Euro area (16 countries)","Other expenditure","Million euro","32,557.81","p"
"2012","Euro area (16 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Other expenditure","Euro per inhabitant","98.86","p"
"2012","Euro area (16 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (16 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (16 countries)","Other expenditure","Percentage of total expenditure","1.13","p"
"2012","Euro area (16 countries)","Sickness/Health care","Million euro","802,956.13","p"
"2012","Euro area (16 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Sickness/Health care","Euro per inhabitant","2,438.15","p"
"2012","Euro area (16 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (16 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (16 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.2","p"
"2012","Euro area (16 countries)","Sickness/Health care","Percentage of total expenditure","27.96","p"
"2012","Euro area (15 countries)","Total expenditure","Million euro","2,859,074.49","p"
"2012","Euro area (15 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Total expenditure","Euro per inhabitant","8,826.41","p"
"2012","Euro area (15 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (15 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.5","p"
"2012","Euro area (15 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (15 countries)","Social protection benefits","Million euro","2,727,548.54","p"
"2012","Euro area (15 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Social protection benefits","Euro per inhabitant","8,420.37","p"
"2012","Euro area (15 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (15 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.1","p"
"2012","Euro area (15 countries)","Social protection benefits","Percentage of total expenditure","95.40","p"
"2012","Euro area (15 countries)","Administration costs","Million euro","98,989.19","p"
"2012","Euro area (15 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Administration costs","Euro per inhabitant","305.60","p"
"2012","Euro area (15 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (15 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (15 countries)","Administration costs","Percentage of total expenditure","3.46","p"
"2012","Euro area (15 countries)","Other expenditure","Million euro","32,536.77","p"
"2012","Euro area (15 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Other expenditure","Euro per inhabitant","100.45","p"
"2012","Euro area (15 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (15 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (15 countries)","Other expenditure","Percentage of total expenditure","1.14","p"
"2012","Euro area (15 countries)","Sickness/Health care","Million euro","799,080.67","p"
"2012","Euro area (15 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Sickness/Health care","Euro per inhabitant","2,466.89","p"
"2012","Euro area (15 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (15 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (15 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.2","p"
"2012","Euro area (15 countries)","Sickness/Health care","Percentage of total expenditure","27.95","p"
"2012","Euro area (13 countries)","Total expenditure","Million euro","2,853,360.48","p"
"2012","Euro area (13 countries)","Total expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Total expenditure","Euro per inhabitant","8,843.81","p"
"2012","Euro area (13 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Total expenditure","Million units of national currency",":",""
"2012","Euro area (13 countries)","Total expenditure","Percentage of gross domestic product (GDP)","29.5","p"
"2012","Euro area (13 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2012","Euro area (13 countries)","Social protection benefits","Million euro","2,722,058.89","p"
"2012","Euro area (13 countries)","Social protection benefits","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Social protection benefits","Euro per inhabitant","8,436.85","p"
"2012","Euro area (13 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Social protection benefits","Million units of national currency",":",""
"2012","Euro area (13 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","28.2","p"
"2012","Euro area (13 countries)","Social protection benefits","Percentage of total expenditure","95.40","p"
"2012","Euro area (13 countries)","Administration costs","Million euro","98,923.59","p"
"2012","Euro area (13 countries)","Administration costs","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Administration costs","Euro per inhabitant","306.61","p"
"2012","Euro area (13 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Administration costs","Million units of national currency",":",""
"2012","Euro area (13 countries)","Administration costs","Percentage of gross domestic product (GDP)","1.0","p"
"2012","Euro area (13 countries)","Administration costs","Percentage of total expenditure","3.47","p"
"2012","Euro area (13 countries)","Other expenditure","Million euro","32,378.00","p"
"2012","Euro area (13 countries)","Other expenditure","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Other expenditure","Euro per inhabitant","100.35","p"
"2012","Euro area (13 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Other expenditure","Million units of national currency",":",""
"2012","Euro area (13 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2012","Euro area (13 countries)","Other expenditure","Percentage of total expenditure","1.13","p"
"2012","Euro area (13 countries)","Sickness/Health care","Million euro","797,778.22","p"
"2012","Euro area (13 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Sickness/Health care","Euro per inhabitant","2,472.66","p"
"2012","Euro area (13 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2012","Euro area (13 countries)","Sickness/Health care","Million units of national currency",":",""
"2012","Euro area (13 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","8.3","p"
"2012","Euro area (13 countries)","Sickness/Health care","Percentage of total expenditure","27.96","p"
"2012","Euro area (12 countries)","Total expenditure","Million euro","2,844,393.81","p"
"2012","Euro area (12 countries)","Total expenditure","Million euro (at constant 2010 prices)","2,746,534.77","p"
