"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","18.3",""
"2011","Croatia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","33.8",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","19.8",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","25.9",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","19.0",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","17.0",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","18.4",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","25.6",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","17.6",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","13.9",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.1",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","26.2",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","20.4",""
"2011","Italy","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","19.3",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","14.8",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","12.8",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","11.5",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","35.5",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.9",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","13.2",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","9.4",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","31.7",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","16.6",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","12.5",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","13.4",""
"2011","Cyprus","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","38.8",""
"2011","Latvia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","19.0",""
"2011","Latvia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","24.7",""
"2011","Latvia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","20.2",""
"2011","Latvia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","9.1",""
"2011","Latvia","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.8",""
